,,Donald J. Trump and JD Vance,Kamala D. Harris and Tim Walz,Chase Oliver and Mike ter Maat,Jill Stein and Rudolph Butch Ware,Cornel West and Melina Abdulla,Randall A. Terry and Stephen E. Broden,Claudia De La Cruz and Karina Garcia,Total Votes Cast,Overvotes/Undervotes,Total Ballots Cast
,,Republican,Democratic,Libertarian,Green,United Citizens,Constitution,Workers,,,
Precinct,Oak Pointe 03,343,457,5,2,1,3,1,812,6,818
Precinct,Oakwood,330,402,7,4,1,7,0,751,10,761
Precinct,Old Friarsgate,386,573,3,2,2,2,3,971,4,975
Precinct,Olympia,275,615,9,0,1,5,1,906,6,912
Precinct,Parkridge 01,295,391,4,1,1,2,0,694,8,702
Precinct,Parkridge 02,187,312,1,3,3,0,1,507,5,512
Precinct,Parkway 01,275,1240,6,5,7,3,5,1541,11,1552
Precinct,Parkway 02,348,1261,6,10,7,4,3,1639,7,1646
Precinct,Parkway 03,133,1212,3,0,7,4,3,1362,4,1366
Precinct,Pennington 01,546,286,7,6,0,3,0,848,7,855
Precinct,Pennington 02,528,623,7,10,1,0,2,1171,11,1182
Precinct,Pine Grove,118,747,1,1,7,2,2,878,6,884
Precinct,Pine Lakes 01,84,810,3,3,4,1,1,906,5,911
Precinct,Pine Lakes 02,133,1044,1,5,8,7,3,1201,3,1204
Precinct,Pinewood,223,1227,4,6,9,6,1,1476,11,1487
Precinct,Polo Road,358,1248,7,15,11,2,3,1644,10,1654
Precinct,Pontiac 01,924,1829,16,13,9,7,8,2806,20,2826
Precinct,Pontiac 02,1020,2241,17,9,17,9,5,3318,28,3346
Precinct,Provisional,47,112,1,0,0,0,1,161,1,162
Precinct,Rice Creek 01,173,1048,3,4,8,1,2,1239,6,1245
Precinct,Rice Creek 02,402,1617,9,4,14,3,7,2056,10,2066
Precinct,Ridge View 01,419,1541,7,7,14,7,5,2000,10,2010
Precinct,Ridge View 02,477,1709,11,7,14,5,2,2225,17,2242
Precinct,Ridgewood,17,347,1,2,7,2,3,379,2,381
Precinct,River Springs 01,569,337,7,1,2,0,1,917,10,927
Precinct,River Springs 02,476,601,4,8,5,2,0,1096,1,1097
Precinct,River Springs 03,671,562,7,3,5,1,2,1251,7,1258
Precinct,Riverside,132,438,2,6,7,2,1,588,2,590
Precinct,Riverwalk,771,1305,11,12,8,6,3,2116,9,2125
Precinct,Round Top,186,334,2,1,5,1,1,530,5,535
Precinct,Sandlapper,389,1801,5,7,10,5,2,2219,12,2231
Precinct,Satchelford,581,491,6,4,2,4,0,1088,20,1108
Precinct,Skyland,123,412,3,2,10,1,0,551,4,555
Precinct,South Beltline,250,577,9,1,3,1,2,843,8,851
Precinct,South Forest Acres,630,562,16,3,2,4,1,1218,18,1236
Precinct,Spring Hill,2010,564,13,10,5,12,1,2615,22,2637
Precinct,Spring Valley,698,1345,6,12,7,6,2,2076,20,2096
Precinct,Spring Valley West,376,1412,4,10,16,2,5,1825,7,1832
Precinct,Springville 01,1220,486,15,5,1,4,1,1732,19,1751
Precinct,Springville 02,1178,418,4,8,1,2,2,1613,17,1630
Precinct,St. Andrews,184,542,3,2,6,1,0,738,4,742
Precinct,Trenholm Road,393,381,8,3,1,2,1,789,9,798
Precinct,Trinity,340,770,3,4,5,3,0,1125,7,1132
Precinct,Valhalla,646,840,11,8,3,6,3,1517,11,1528
Precinct,Valley State Park,309,1995,10,8,12,3,4,2341,12,2353
Precinct,Walden,103,459,1,1,4,1,2,571,4,575
Precinct,Ward 01,207,495,6,11,3,2,5,729,7,736
Precinct,Ward 02,71,251,1,3,2,1,1,330,4,334
Precinct,Ward 03,231,686,12,6,5,2,1,943,5,948
Precinct,Ward 04,306,864,6,8,3,4,3,1194,5,1199
Precinct,Ward 05,230,307,8,1,3,1,0,550,4,554
Precinct,Ward 06,321,628,7,6,1,3,5,971,14,985
Precinct,Ward 07,20,457,2,0,9,2,1,491,4,495
Precinct,Ward 08,4,116,0,1,2,0,0,123,0,123
Precinct,Ward 09,20,358,1,2,4,2,4,391,2,393
Precinct,Ward 10,337,674,5,7,8,2,4,1037,16,1053
Precinct,Ward 11,205,574,3,4,6,4,1,797,6,803
Precinct,Ward 12,341,710,7,8,4,3,4,1077,12,1089
Precinct,Ward 13,468,1038,9,4,6,3,6,1534,10,1544
Precinct,Ward 14,411,804,12,11,0,1,3,1242,23,1265
Precinct,Ward 15,342,463,11,0,3,6,4,829,16,845
Precinct,Ward 16,624,485,8,1,3,0,1,1122,27,1149
Precinct,Ward 17,630,673,19,9,0,0,2,1333,19,1352
Precinct,Ward 18,120,523,7,5,4,5,3,667,6,673
Precinct,Ward 19,33,504,3,0,6,0,1,547,1,548
Precinct,Ward 20,201,869,11,14,4,3,4,1106,7,1113
Precinct,Ward 21,58,761,1,5,9,0,0,834,7,841
Precinct,Ward 22,53,723,5,3,10,1,3,798,5,803
Precinct,Ward 23,247,467,11,4,0,2,1,732,7,739
Precinct,Ward 24,456,382,7,3,1,1,0,850,14,864
Precinct,Ward 25,835,435,22,2,0,4,0,1298,28,1326
Precinct,Ward 26,293,520,6,3,4,3,2,831,3,834
Precinct,Ward 29,66,643,3,1,5,2,1,721,4,725
Precinct,Ward 30,223,472,7,2,2,1,1,708,7,715
Precinct,Ward 31,30,438,1,2,5,0,0,476,4,480
Precinct,Ward 32,24,444,2,0,7,0,0,477,8,485
Precinct,Ward 33,113,388,3,2,3,3,2,514,3,517
Precinct,Ward 34,316,488,2,2,4,1,0,813,7,820
Precinct,Webber,244,510,1,3,4,1,1,764,9,773
Precinct,Westminster,128,609,3,2,3,0,2,747,4,751
Precinct,Whitewell,96,583,6,8,7,1,2,703,1,704
Precinct,Wildewood,927,1181,12,8,3,7,4,2142,29,2171
Precinct,Woodfield,342,1098,2,3,11,3,5,1464,14,1478
Precinct,Woodlands,892,919,17,5,3,10,1,1847,21,1868
County,Saluda,6452,2454,34,19,20,8,27,9014,45,9059
Precinct,Centennial,312,56,0,1,1,1,3,374,0,374
Precinct,Failsafe,0,0,0,0,0,0,0,0,0,0
Precinct,Failsafe Provisional,0,0,0,0,0,0,0,0,0,0
Precinct,Fruit Hill,463,348,3,1,5,2,1,823,2,825
Precinct,Higgins-Zoar,261,159,2,0,1,0,0,423,2,425
Precinct,Holly,1048,147,4,2,3,0,0,1204,4,1208
Precinct,Hollywood,928,108,5,1,1,1,9,1053,6,1059
Precinct,Holstons,462,221,2,0,1,0,1,687,1,688
Precinct,Pleasant Grove,637,120,6,2,0,1,7,773,5,778
Precinct,Provisional,1,0,0,0,0,0,0,1,0,1
Precinct,Richland,369,66,1,5,0,0,0,441,5,446
Precinct,Ridge Spring-Monetta,271,259,2,0,1,0,0,533,2,535
Precinct,Saluda No. 01,326,406,2,3,3,2,2,744,3,747
Precinct,Saluda No. 02,414,284,2,3,3,1,3,710,4,714
Precinct,Sardis,709,106,4,1,1,0,1,822,8,830
Precinct,Ward,251,174,1,0,0,0,0,426,3,429
County,Spartanburg,103032,50710,670,399,354,292,140,155597,756,156353
Precinct,2 Mile Creek,1482,699,12,2,2,3,2,2202,10,2212
Precinct,Abner Creek Baptist,1717,718,10,2,4,5,5,2461,6,2467
Precinct,Airport,229,246,2,4,2,1,0,484,1,485
Precinct,Anderson Mill Baptist,1017,547,14,4,1,1,2,1586,15,1601
Precinct,Anderson Mill Elementary,859,870,5,6,12,5,4,1761,10,1771
Precinct,Apalache Baptist,1723,687,16,11,4,2,3,2446,12,2458
Precinct,Arcadia Elementary,270,258,1,0,4,1,1,535,2,537
Precinct,Beacon,117,449,3,1,2,0,1,573,8,581
Precinct,Beech Springs Intermediate,974,453,6,5,3,2,1,1444,7,1451
Precinct,Ben Avon Methodist,726,367,13,3,0,4,1,1114,12,1126
Precinct,Bethany Wesleyan,966,292,2,2,2,1,1,1266,6,1272
Precinct,Blackstock,1175,853,6,7,9,4,1,2055,7,2062
Precinct,Boiling Springs 9th Grade,1126,598,6,7,2,7,1,1747,10,1757
Precinct,Boiling Springs Elementary,1184,529,4,5,4,5,2,1733,7,1740
Precinct,Boiling Springs High,1144,429,6,5,0,0,2,1586,6,1592
Precinct,Boling Springs Jr. High,1259,447,8,2,3,2,1,1722,10,1732
Precinct,Broome High School,425,185,2,1,2,1,0,616,2,618
Precinct,C.C. Woodson Recreation,86,661,0,0,5,0,0,752,3,755
Precinct,Canaan,612,295,4,0,1,3,0,915,3,918
Precinct,Cannons Elementary,726,436,2,5,1,1,0,1171,10,1181
Precinct,Carlisle Fosters Grove,1804,423,7,5,3,1,1,2244,13,2257
Precinct,Carlisle Wesleyan,1097,228,3,7,2,0,2,1339,4,1343
Precinct,Cavins-Hobbysville,742,112,3,1,2,0,0,860,4,864
Precinct,Chapman High School,900,388,12,4,2,8,2,1316,8,1324
Precinct,Cherokee Springs Fire Station,1053,265,7,4,6,6,0,1341,3,1344
Precinct,Chesnee Elementary,1619,474,6,2,2,3,0,2106,18,2124
Precinct,Chestnut Lake,946,493,5,3,1,4,1,1453,2,1455
Precinct,Clifton Glendale,880,197,2,1,1,4,1,1086,6,1092
Precinct,Converse,219,221,5,2,1,1,0,449,6,455
Precinct,Converse Fire Station,569,231,3,0,2,2,1,808,5,813
Precinct,Cooley Springs Baptist,1683,351,13,7,0,6,3,2063,10,2073
Precinct,Cornerstone Baptist,363,655,7,6,7,1,2,1041,5,1046
Precinct,Cowpens,967,226,5,4,4,1,1,1208,4,1212
Precinct,Croft Baptist,363,367,1,2,1,1,2,737,5,742
Precinct,Cross Anchor Fire Station,503,110,1,1,0,0,2,617,1,618
Precinct,Cudd Memorial,477,382,2,2,2,0,1,866,4,870
Precinct,D. R. Hill Middle School,1567,507,11,7,1,2,2,2097,10,2107
Precinct,Daniel Morgan Technology Center,628,372,6,2,2,3,0,1013,8,1021
Precinct,Drayton,424,444,2,2,2,1,2,877,1,878
Precinct,Duncan United Methodist,656,448,4,0,4,1,1,1114,4,1118
Precinct,E.P. Todd Elementary,884,930,6,3,6,2,1,1832,9,1841
Precinct,Eastside Baptist,647,514,8,3,1,1,0,1174,6,1180
Precinct,Enoree 1st Baptist,853,162,3,3,1,3,2,1027,3,1030
Precinct,Enoree River,1102,214,1,2,1,4,0,1324,2,1326
Precinct,Failsafe,168,237,3,0,1,0,0,409,0,409
Precinct,Failsafe Provisional,40,20,0,0,0,0,0,60,0,60
Precinct,Fairforest Elementary,899,296,6,1,3,1,0,1206,4,1210
Precinct,Fairgrounds,145,608,2,1,7,0,3,766,7,773
Precinct,Gable Middle School,1898,743,12,5,6,6,2,2672,16,2688
Precinct,Gramling Methodist,1149,189,7,5,0,1,0,1351,5,1356
Precinct,Greater St. James,1322,492,6,3,3,3,2,1831,6,1837
Precinct,Hanging Rock,1065,492,8,4,4,2,0,1575,5,1580
Precinct,Hayne,347,309,2,3,3,0,4,668,3,671
Precinct,Hearon Circle,289,490,1,0,4,2,0,786,6,792
Precinct,Hendrix Elementary,1033,671,6,8,5,4,4,1731,10,1741
Precinct,Holly Springs Baptist,1126,154,8,1,1,0,0,1290,7,1297
Precinct,Holly Springs Motlow,1605,261,6,2,1,4,1,1880,2,1882
Precinct,Holy Communion,500,790,1,4,5,3,2,1305,6,1311
Precinct,Hope,418,358,2,3,6,0,0,787,2,789
Precinct,Inman,1019,432,10,3,3,2,2,1471,6,1477
Precinct,Jesse Bobo Elementary,286,671,8,3,3,3,1,975,4,979
Precinct,Jesse Boyd Elementary,389,496,4,0,2,1,5,897,5,902
Precinct,Lake Bowen Baptist,1459,351,6,4,3,4,1,1828,10,1838
Precinct,Lake Cooley,991,267,4,1,1,2,1,1267,4,1271
Precinct,Landrum,932,276,5,8,2,2,2,1227,5,1232
Precinct,Landrum High School,1809,397,8,3,1,2,0,2220,8,2228
Precinct,Landrum United Methodist,964,306,4,1,0,2,0,1277,6,1283
Precinct,Lyman,2515,1025,22,13,9,10,2,3596,19,3615
Precinct,Lyman Elementary,1424,349,4,6,3,0,1,1787,2,1789
Precinct,Mayo Elementary,1289,171,3,0,1,1,1,1466,4,1470
Precinct,Mccracken Middle School,857,762,18,6,3,8,2,1656,8,1664
Precinct,Middle Tyger,740,462,5,5,6,5,0,1223,5,1228
Precinct,Moore Duncan,769,486,3,4,1,6,0,1269,5,1274
Precinct,Morningside Baptist,893,545,5,4,1,1,2,1451,9,1460
Precinct,Motlow Creek Baptist,892,119,3,2,2,1,0,1019,4,1023
Precinct,Mt. Calvary Presbyterian,2051,293,6,4,3,3,2,2362,10,2372
Precinct,Mt. Moriah Baptist,202,690,6,2,5,0,3,908,7,915
Precinct,New Prospect,1548,278,8,4,2,4,0,1844,3,1847
Precinct,Oakland Elementary,1265,320,3,8,1,1,0,1598,4,1602
Precinct,Old Bridge,41,373,0,0,7,0,3,424,3,427
Precinct,Pacolet Elementary,1223,371,8,1,8,0,0,1611,6,1617
Precinct,Palmetto,581,222,0,1,1,2,2,809,5,814
Precinct,Pauline Glenn Springs Elementary,759,119,3,2,2,3,0,888,5,893
Precinct,Peach Blossom,806,510,5,0,2,3,1,1327,4,1331
Precinct,Pelham Fire Station,1406,806,18,20,5,7,2,2264,11,2275
Precinct,Poplar Springs Fire Station,1476,668,8,8,13,6,2,2181,16,2197
Precinct,Powell Saxon Una,260,528,2,1,7,2,1,801,4,805
Precinct,Provisional,112,75,0,2,0,0,0,189,1,190
Precinct,R.D. Anderson Vocational,1128,246,5,1,1,4,4,1389,11,1400
Precinct,Rainbow,1554,337,6,5,0,3,1,1906,9,1915
Precinct,Reidville Elementary,1544,642,13,5,2,1,1,2208,7,2215
Precinct,Reidville Fire Station,1027,544,5,1,3,3,3,1586,7,1593
Precinct,River Ridge Elementary,755,335,11,3,2,3,0,1109,4,1113
Precinct,Roebuck Bethlehem,775,650,2,4,3,4,1,1439,4,1443
Precinct,Roebuck Elementary,1050,1007,8,8,7,5,2,2087,13,2100
Precinct,Shoally,964,548,2,1,5,4,1,1525,6,1531
Precinct,Silverhill Memorial Umc,227,626,3,5,4,2,1,868,9,877
Precinct,Southport,401,252,2,5,2,1,0,663,5,668
Precinct,Spartangreen,766,516,7,0,5,1,1,1296,2,1298
Precinct,St. John's Lutheran,676,439,13,4,0,3,1,1136,24,1160
Precinct,Startex Fire Station,313,286,4,1,1,1,0,606,4,610
Precinct,Swofford Career Center,888,202,3,2,0,0,0,1095,5,1100
Precinct,Travelers Rest Baptist,809,551,8,6,8,4,1,1387,3,1390
Precinct,Trinity Methodist Church,634,658,14,5,3,5,1,1320,10,1330
Precinct,Trinity Presbyterian,948,641,4,5,5,3,2,1608,12,1620
Precinct,Tyger River,1237,508,9,4,5,2,1,1766,6,1772
Precinct,Valley Falls,1614,771,13,7,5,5,2,2417,3,2420
Precinct,Victor Mill Methodist,765,475,4,4,3,2,0,1253,10,1263
Precinct,Wade Hampton,176,444,7,2,6,5,2,642,11,653
Precinct,Wellford Fire Station,1287,804,5,6,6,6,2,2116,8,2124
Precinct,West View Elementary,1105,580,12,6,3,3,0,1709,15,1724
Precinct,Whitlock Junior High,428,207,2,3,2,2,0,644,2,646
Precinct,Willow Creek,961,287,3,2,2,7,1,1263,7,1270
Precinct,Woodland Heights Recreation Center,495,670,3,3,8,3,1,1183,6,1189
Precinct,Woodruff Leisure Center,780,273,8,0,0,0,2,1063,3,1066
County,Sumter,21215,23425,132,96,194,67,41,45170,298,45468
Precinct,2nd Mill,973,301,5,4,0,1,0,1284,9,1293
Precinct,Bates,9,338,0,0,5,2,0,354,3,357
Precinct,Birnie,53,471,1,0,5,0,1,531,3,534
Precinct,Burns-Downs,375,227,0,1,2,1,2,608,2,610
Precinct,Causeway Branch 01,649,458,6,2,4,2,2,1123,10,1133
Precinct,Causeway Branch 02,426,315,2,0,1,0,1,745,5,750
Precinct,Cherryvale,124,193,1,3,0,0,2,323,2,325
Precinct,Crosswell,161,540,1,2,7,4,0,715,2,717
Precinct,Dalzell 01,582,499,4,3,1,2,1,1092,9,1101
Precinct,Dalzell 02,355,390,4,1,0,2,0,752,4,756
Precinct,Delaine,214,664,1,3,3,0,1,886,7,893
Precinct,Ebenezer No. 01,410,483,5,2,2,2,3,907,5,912
Precinct,Ebenezer No. 02,509,589,8,1,5,1,0,1113,9,1122
Precinct,Failsafe,6,3,0,0,0,0,0,9,0,9
Precinct,Failsafe Provisional,5,9,1,0,0,0,0,15,0,15
Precinct,Folsom Park,135,552,4,2,5,2,0,700,4,704
Precinct,Furman,788,256,1,1,3,3,0,1052,4,1056
Precinct,Green Swamp,817,924,4,8,7,0,1,1761,8,1769
Precinct,Green Swamp 02,575,190,1,1,1,1,1,770,5,775
Precinct,Hampton Park,263,230,2,3,2,2,1,503,3,506
Precinct,Hillcrest,288,375,5,0,3,1,1,673,7,680
Precinct,Horatio,83,263,0,1,3,0,0,350,0,350
Precinct,Lemira,115,527,1,0,6,1,2,652,6,658
Precinct,Loring,81,319,0,0,2,1,1,404,1,405
Precinct,Magnolia-harmony,69,293,1,1,2,1,0,367,1,368
Precinct,Manchester Forest,559,438,4,0,4,1,2,1008,4,1012
Precinct,Mayesville,89,244,2,0,3,1,1,340,2,342
Precinct,Mayewood,644,341,1,0,4,0,1,991,4,995
Precinct,Mccrays Mill 01,589,561,2,1,6,0,0,1159,10,1169
Precinct,Mccrays Mill 02,787,607,2,4,1,4,2,1407,4,1411
Precinct,Millwood,209,231,2,2,6,0,1,451,2,453
Precinct,Morris College,71,397,3,2,6,1,1,481,3,484
Precinct,Mulberry,176,385,1,0,6,1,0,569,3,572
Precinct,Oakland Plantation 01,449,408,1,1,7,2,0,868,5,873
Precinct,Oakland Plantation 02,402,284,2,2,3,2,0,695,8,703
Precinct,Oswego,537,321,3,0,0,1,1,863,5,868
Precinct,Palmetto Park,381,456,3,2,1,3,0,846,3,849
Precinct,Pinewood,623,490,1,3,1,0,2,1120,9,1129
Precinct,Pocotaligo 01,843,509,2,5,5,2,0,1366,5,1371
Precinct,Pocotaligo 02,430,377,4,0,2,0,0,813,7,820
Precinct,Privateer,870,517,2,5,6,1,2,1403,6,1409
Precinct,Provisional,8,1,0,0,0,0,0,9,0,9
Precinct,Rembert,232,960,3,2,8,1,0,1206,15,1221
Precinct,Salem,45,179,0,1,1,0,0,226,2,228
Precinct,Salterstown,360,247,4,0,4,0,2,617,2,619
Precinct,Savage-Glover,10,252,0,0,3,0,1,266,1,267
Precinct,Shaw,73,49,0,0,0,0,0,122,0,122
Precinct,South Liberty,67,257,1,0,1,0,0,326,1,327
Precinct,South Red Bay,36,391,3,0,3,0,0,433,7,440
Precinct,Spectrum,185,476,1,2,2,1,1,668,5,673
Precinct,St. John,380,410,1,0,2,0,1,794,5,799
Precinct,St. Paul,484,679,3,5,6,3,0,1180,12,1192
Precinct,Stone Hill,9,249,0,0,6,0,0,264,3,267
Precinct,Sumter High 01,262,180,2,0,2,2,0,448,2,450
Precinct,Sumter High 02,501,463,7,3,3,0,0,977,8,985
Precinct,Sunset,530,527,2,5,4,2,2,1072,13,1085
Precinct,Swan Lake,458,341,6,4,1,2,1,813,9,822
Precinct,Thomas Sumter,217,542,2,0,7,2,0,770,8,778
Precinct,Turkey Creek,407,381,1,3,2,2,0,796,6,802
Precinct,Wilder,52,441,0,1,4,0,0,498,1,499
Precinct,Wilson Hall,1175,425,3,4,5,4,0,1616,9,1625
County,Union,8102,4084,21,21,33,21,7,12289,61,12350
Precinct,Adamsburg,469,64,1,1,0,0,0,535,2,537
Precinct,Black Rock,133,136,1,1,1,0,0,272,0,272
Precinct,Bonham,459,206,1,2,2,2,0,672,2,674
Precinct,Buffalo Box 01,557,195,2,1,2,1,2,760,5,765
Precinct,Carlisle,52,258,0,0,2,1,0,313,1,314
Precinct,Cross Keys,485,158,0,0,1,0,0,644,3,647
Precinct,Excelsior,632,331,2,1,4,3,2,975,5,980
Precinct,Failsafe,0,0,0,0,0,0,0,0,0,0
Precinct,Failsafe Provisional,47,43,0,1,0,0,0,91,0,91
Precinct,Jonesville Box 01,569,167,2,0,1,1,0,740,4,744
Precinct,Jonesville Box 02,571,232,2,3,0,1,1,810,5,815
Precinct,Kelton,503,199,0,0,3,3,0,708,3,711
Precinct,Lockhart,361,79,2,0,3,0,0,445,5,450
Precinct,Monarch,796,206,1,2,2,3,0,1010,3,1013
Precinct,Provisional,4,1,0,0,0,0,0,5,0,5
Precinct,Putnam,498,58,0,1,0,1,0,558,2,560
Precinct,Santuck,272,267,1,1,1,0,1,543,4,547
Precinct,Union Ward 01 Box 01,280,191,1,1,2,1,0,476,1,477
Precinct,Union Ward 01 Box 02,266,395,2,4,0,2,1,670,4,674
Precinct,Union Ward 02,286,327,0,0,6,0,0,619,5,624
Precinct,Union Ward 03,166,202,1,1,1,1,0,372,1,373
Precinct,Union Ward 04 Box 01,428,206,0,0,1,1,0,636,5,641
Precinct,Union Ward 04 Box 02,68,104,0,1,0,0,0,173,0,173
Precinct,West Springs,200,59,2,0,1,0,0,262,1,263
County,Williamsburg,5524,8634,25,15,85,27,20,14330,84,14414
Precinct,Black River,117,127,0,0,0,0,1,245,2,247
Precinct,Bloomingvale,235,291,2,0,3,0,0,531,1,532
Precinct,Cades,100,189,0,0,0,0,0,289,2,291
Precinct,Cedar Swamp,108,113,0,0,1,0,0,222,3,225
Precinct,Central,225,336,2,0,9,1,0,573,5,578
Precinct,Earles,396,92,0,0,1,1,0,490,0,490
Precinct,Failsafe,1,0,0,0,0,0,0,1,0,1
Precinct,Failsafe Provisional,0,0,0,0,0,0,0,0,0,0
Precinct,Greeleyville,181,636,1,1,5,3,2,829,7,836
Precinct,Harmony,165,52,0,0,0,0,1,218,1,219
Precinct,Hebron,290,42,0,0,1,0,0,333,2,335
Precinct,Hemingway,376,569,4,0,4,2,0,955,5,960
Precinct,Henry-Poplar Hill,188,157,0,2,1,2,1,351,3,354
Precinct,Indiantown,173,669,1,0,8,1,0,852,8,860
Precinct,Kingstree No. 01,931,949,4,4,11,3,3,1905,10,1915
Precinct,Kingstree No. 02,21,412,1,0,6,3,1,444,1,445
Precinct,Kingstree No. 03,134,1113,2,0,13,3,2,1267,4,1271
Precinct,Kingstree No. 04,200,552,0,1,4,0,1,758,6,764
Precinct,Lane,63,450,1,2,3,0,1,520,0,520
Precinct,Morrisville,10,125,0,1,0,0,0,136,0,136
Precinct,Mount Vernon,103,138,1,0,0,0,1,243,3,246
Precinct,Muddy Creek,413,171,0,0,1,0,0,585,1,586
Precinct,Nesmith,64,272,0,0,6,1,1,344,2,346
Precinct,Pergamos,106,58,1,1,0,0,0,166,2,168
Precinct,Piney Forest,284,9,0,1,0,0,0,294,3,297
Precinct,Provisional,1,3,0,0,0,0,0,4,0,4
Precinct,Salters,134,496,0,2,4,3,4,643,5,648
Precinct,Sandy Bay,189,54,0,0,0,0,0,243,0,243
Precinct,Singletary,49,131,0,0,1,0,0,181,0,181
Precinct,Suttons,146,44,0,0,0,0,0,190,1,191
Precinct,Trio,121,384,5,0,3,4,1,518,7,525
County,York,88239,59600,876,522,324,338,160,150059,953,151012
Precinct,Adnah,485,181,0,1,1,2,2,672,3,675
Precinct,Airport,726,499,5,1,1,4,0,1236,10,1246
Precinct,Allison Creek,808,324,10,4,0,2,0,1148,4,1152
Precinct,Anderson Road,355,564,3,7,6,4,1,940,4,944
Precinct,Baxter,520,504,12,7,0,3,1,1047,12,1059
Precinct,Bethany,1500,281,4,8,2,2,1,1798,8,1806
Precinct,Bethel,870,466,5,6,2,3,1,1353,10,1363
Precinct,Bethel School,768,257,3,3,3,3,2,1039,2,1041
Precinct,Bowling Green,977,211,4,2,3,3,0,1200,7,1207
Precinct,Bullocks Creek,321,52,3,1,0,1,0,378,3,381
Precinct,Cannon Mill,839,320,9,4,3,1,0,1176,2,1178
Precinct,Carolina,766,563,10,4,5,2,4,1354,10,1364
Precinct,Catawba,1562,533,8,2,3,4,0,2112,10,2122
Precinct,Celanese,939,1133,10,9,10,3,2,2106,18,2124
Precinct,Clover,1178,460,8,5,1,3,3,1658,16,1674
Precinct,Cotton Belt,1298,294,7,7,2,6,1,1615,13,1628
Precinct,Crescent,995,722,14,8,4,4,3,1750,13,1763
Precinct,Delphia,1235,325,2,6,1,2,3,1574,15,1589
Precinct,Dobys Bridge,1807,942,35,10,3,7,1,2805,22,2827
Precinct,Ebenezer,625,338,3,0,1,5,0,972,11,983
Precinct,Ebinport,1086,934,11,8,4,7,2,2052,19,2071
Precinct,Edgewood,344,1605,4,6,8,7,6,1980,9,1989
Precinct,Failsafe,20,12,0,1,0,0,0,33,1,34
Precinct,Failsafe Provisional,106,87,2,1,1,1,0,198,1,199
Precinct,Fairgrounds,250,793,4,4,7,3,2,1063,7,1070
Precinct,Ferry Branch,713,219,0,3,2,0,1,938,7,945
Precinct,Fewell Park,545,434,7,4,2,4,2,998,13,1011
Precinct,Field Day,945,702,5,4,2,2,0,1660,5,1665
Precinct,Filbert,1426,321,1,4,7,4,1,1764,11,1775
Precinct,Fort Mill No. 01,1535,952,22,10,2,7,4,2532,14,2546
Precinct,Fort Mill No. 02,2609,1720,36,23,10,13,1,4412,26,4438
Precinct,Fort Mill No. 03,979,873,10,6,9,1,7,1885,5,1890
Precinct,Fort Mill No. 04,530,538,8,3,3,2,2,1086,12,1098
Precinct,Fort Mill No. 05,1460,1137,14,10,5,1,3,2630,18,2648
Precinct,Fort Mill No. 06,729,568,14,9,0,6,1,1327,11,1338
Precinct,Friendship,390,193,1,3,6,1,0,594,2,596
Precinct,Gold Hill,1397,1084,22,19,5,6,3,2536,11,2547
Precinct,Hampton Mill,852,314,9,0,2,0,1,1178,4,1182
Precinct,Hands Mill,901,439,9,4,1,4,0,1358,5,1363
Precinct,Harvest,546,363,3,3,0,1,1,917,3,920
Precinct,Hickory Grove,717,165,0,3,4,1,0,890,8,898
Precinct,Highland Park,343,467,1,2,0,2,2,817,10,827
Precinct,Hollis Lakes,694,694,5,7,8,6,2,1416,15,1431
Precinct,Hopewell,554,354,6,5,5,2,0,926,4,930
Precinct,Independence,581,182,5,1,0,0,0,769,6,775
Precinct,India Hook,766,518,12,4,3,4,0,1307,10,1317
Precinct,Kanawha,1474,1007,22,5,5,6,4,2523,14,2537
Precinct,Lakeshore,1225,672,16,4,3,3,1,1924,12,1936
Precinct,Lakewood,909,487,8,3,0,6,2,1415,6,1421
Precinct,Larne,736,428,5,3,6,3,1,1182,5,1187
Precinct,Laurel Creek,871,356,7,1,0,5,0,1240,15,1255
Precinct,Lesslie,908,298,3,3,2,4,0,1218,4,1222
Precinct,Manchester,544,482,9,5,4,4,0,1048,4,1052
Precinct,McConnells,1015,295,5,2,4,2,2,1325,9,1334
Precinct,Mill Creek,686,248,6,1,0,2,0,943,6,949
Precinct,Mountain View,427,147,3,0,1,1,1,580,2,582
Precinct,Mt. Gallant,903,478,9,2,5,4,0,1401,6,1407
Precinct,Mt. Holly,1105,1041,14,3,4,1,4,2172,4,2176
Precinct,Nation Ford,1313,890,17,11,1,0,4,2236,7,2243
Precinct,Neelys Creek,560,258,2,1,2,2,2,827,5,832
Precinct,New Home,1398,512,6,16,7,6,4,1949,11,1960
Precinct,Newport,1078,806,4,5,4,4,1,1902,14,1916
Precinct,Northside,441,633,4,3,4,5,1,1091,10,1101
Precinct,Northwestern,1185,776,3,6,2,4,2,1978,13,1991
Precinct,Oakridge,1561,687,12,4,6,7,0,2277,5,2282
Precinct,Oakwood,776,579,6,5,3,4,3,1376,15,1391
Precinct,Ogden,862,819,6,2,4,2,2,1697,3,1700
Precinct,Old Pointe,623,591,7,3,0,3,3,1230,12,1242
Precinct,Orchard Park,1014,702,29,9,0,1,1,1756,18,1774
Precinct,Palmetto,734,646,6,5,5,2,2,1400,5,1405
Precinct,Pleasant Road,1253,997,14,10,5,7,1,2287,19,2306
Precinct,Pole Branch,1120,620,6,13,2,3,1,1765,9,1774
