"County","Office","Candidate","Party","County Total","State Total"
"Hinds","Central District-Supreme Court District 1(Central) Position 3","Jim Kitchens","","38598","127266"
"Holmes","Central District-Supreme Court District 1(Central) Position 3","Jim Kitchens","","3046","127266"
"Humphreys","Central District-Supreme Court District 1(Central) Position 3","Jim Kitchens","","1244","127266"
"Issaquena","Central District-Supreme Court District 1(Central) Position 3","Jim Kitchens","","186","127266"
"Jefferson","Central District-Supreme Court District 1(Central) Position 3","Jim Kitchens","","1337","127266"
"Kemper","Central District-Supreme Court District 1(Central) Position 3","Jim Kitchens","","1086","127266"
"Lauderdale","Central District-Supreme Court District 1(Central) Position 3","Jim Kitchens","","5006","127266"
"Leake","Central District-Supreme Court District 1(Central) Position 3","Jim Kitchens","","2179","127266"
"Madison","Central District-Supreme Court District 1(Central) Position 3","Jim Kitchens","","18715","127266"
"Neshoba","Central District-Supreme Court District 1(Central) Position 3","Jim Kitchens","","1098","127266"
"Newton","Central District-Supreme Court District 1(Central) Position 3","Jim Kitchens","","1870","127266"
"Noxubee","Central District-Supreme Court District 1(Central) Position 3","Jim Kitchens","","2059","127266"
"Rankin","Central District-Supreme Court District 1(Central) Position 3","Jim Kitchens","","20739","127266"
"Scott","Central District-Supreme Court District 1(Central) Position 3","Jim Kitchens","","3148","127266"
"Sharkey","Central District-Supreme Court District 1(Central) Position 3","Jim Kitchens","","611","127266"
"Sunflower","Central District-Supreme Court District 1(Central) Position 3","Jim Kitchens","","2525","127266"
"Warren","Central District-Supreme Court District 1(Central) Position 3","Jim Kitchens","","4390","127266"
"Washington","Central District-Supreme Court District 1(Central) Position 3","Jim Kitchens","","4043","127266"
"Yazoo","Central District-Supreme Court District 1(Central) Position 3","Jim Kitchens","","2858","127266"
"Bolivar","Central District-Supreme Court District 1(Central) Position 3","Abby Gale Robinson","","454","18824"
"Claiborne","Central District-Supreme Court District 1(Central) Position 3","Abby Gale Robinson","","199","18824"
"Copiah","Central District-Supreme Court District 1(Central) Position 3","Abby Gale Robinson","","349","18824"
"Hinds","Central District-Supreme Court District 1(Central) Position 3","Abby Gale Robinson","","6199","18824"
"Holmes","Central District-Supreme Court District 1(Central) Position 3","Abby Gale Robinson","","372","18824"
"Humphreys","Central District-Supreme Court District 1(Central) Position 3","Abby Gale Robinson","","208","18824"
"Issaquena","Central District-Supreme Court District 1(Central) Position 3","Abby Gale Robinson","","30","18824"
"Jefferson","Central District-Supreme Court District 1(Central) Position 3","Abby Gale Robinson","","158","18824"
"Kemper","Central District-Supreme Court District 1(Central) Position 3","Abby Gale Robinson","","199","18824"
"Lauderdale","Central District-Supreme Court District 1(Central) Position 3","Abby Gale Robinson","","1236","18824"
"Leake","Central District-Supreme Court District 1(Central) Position 3","Abby Gale Robinson","","261","18824"
"Madison","Central District-Supreme Court District 1(Central) Position 3","Abby Gale Robinson","","2380","18824"
"Neshoba","Central District-Supreme Court District 1(Central) Position 3","Abby Gale Robinson","","211","18824"
"Newton","Central District-Supreme Court District 1(Central) Position 3","Abby Gale Robinson","","554","18824"
"Noxubee","Central District-Supreme Court District 1(Central) Position 3","Abby Gale Robinson","","238","18824"
"Rankin","Central District-Supreme Court District 1(Central) Position 3","Abby Gale Robinson","","3075","18824"
"Scott","Central District-Supreme Court District 1(Central) Position 3","Abby Gale Robinson","","509","18824"
"Sharkey","Central District-Supreme Court District 1(Central) Position 3","Abby Gale Robinson","","60","18824"
"Sunflower","Central District-Supreme Court District 1(Central) Position 3","Abby Gale Robinson","","557","18824"
"Warren","Central District-Supreme Court District 1(Central) Position 3","Abby Gale Robinson","","526","18824"
"Washington","Central District-Supreme Court District 1(Central) Position 3","Abby Gale Robinson","","575","18824"
"Yazoo","Central District-Supreme Court District 1(Central) Position 3","Abby Gale Robinson","","474","18824"
"Adams","Southern District-Supreme Court District 2(Southern) Position 2","Dawn H. Beam","","4236","171625"
"Amite","Southern District-Supreme Court District 2(Southern) Position 2","Dawn H. Beam","","2772","171625"
"Clarke","Southern District-Supreme Court District 2(Southern) Position 2","Dawn H. Beam","","2500","171625"
"Covington","Southern District-Supreme Court District 2(Southern) Position 2","Dawn H. Beam","","2909","171625"
"Forrest","Southern District-Supreme Court District 2(Southern) Position 2","Dawn H. Beam","","15016","171625"
"Franklin","Southern District-Supreme Court District 2(Southern) Position 2","Dawn H. Beam","","1331","171625"
"George","Southern District-Supreme Court District 2(Southern) Position 2","Dawn H. Beam","","3722","171625"
"Greene","Southern District-Supreme Court District 2(Southern) Position 2","Dawn H. Beam","","1940","171625"
"Hancock","Southern District-Supreme Court District 2(Southern) Position 2","Dawn H. Beam","","8030","171625"
"Harrison","Southern District-Supreme Court District 2(Southern) Position 2","Dawn H. Beam","","29872","171625"
"Jackson","Southern District-Supreme Court District 2(Southern) Position 2","Dawn H. Beam","","22630","171625"
"Jasper","Southern District-Supreme Court District 2(Southern) Position 2","Dawn H. Beam","","2144","171625"
"Jeff Davis","Southern District-Supreme Court District 2(Southern) Position 2","Dawn H. Beam","","2016","171625"
"Jones","Southern District-Supreme Court District 2(Southern) Position 2","Dawn H. Beam","","8937","171625"
"Lamar","Southern District-Supreme Court District 2(Southern) Position 2","Dawn H. Beam","","17751","171625"
"Lawrence","Southern District-Supreme Court District 2(Southern) Position 2","Dawn H. Beam","","2035","171625"
"Lincoln","Southern District-Supreme Court District 2(Southern) Position 2","Dawn H. Beam","","5349","171625"
"Marion","Southern District-Supreme Court District 2(Southern) Position 2","Dawn H. Beam","","6232","171625"
"Pearl River","Southern District-Supreme Court District 2(Southern) Position 2","Dawn H. Beam","","9824","171625"
"Perry","Southern District-Supreme Court District 2(Southern) Position 2","Dawn H. Beam","","2600","171625"
"Pike","Southern District-Supreme Court District 2(Southern) Position 2","Dawn H. Beam","","4893","171625"
"Simpson","Southern District-Supreme Court District 2(Southern) Position 2","Dawn H. Beam","","3414","171625"
"Smith","Southern District-Supreme Court District 2(Southern) Position 2","Dawn H. Beam","","1834","171625"
"Stone","Southern District-Supreme Court District 2(Southern) Position 2","Dawn H. Beam","","2963","171625"
"Walthall","Southern District-Supreme Court District 2(Southern) Position 2","Dawn H. Beam","","2559","171625"
"Wayne","Southern District-Supreme Court District 2(Southern) Position 2","Dawn H. Beam","","3022","171625"
"Wilkinson","Southern District-Supreme Court District 2(Southern) Position 2","Dawn H. Beam","","1094","171625"
"Adams","Southern District-Supreme Court District 2(Southern) Position 2","David P. Sullivan","","5309","206216"
"Amite","Southern District-Supreme Court District 2(Southern) Position 2","David P. Sullivan","","3318","206216"
"Clarke","Southern District-Supreme Court District 2(Southern) Position 2","David P. Sullivan","","4156","206216"
"Covington","Southern District-Supreme Court District 2(Southern) Position 2","David P. Sullivan","","5282","206216"
"Forrest","Southern District-Supreme Court District 2(Southern) Position 2","David P. Sullivan","","11072","206216"
"Franklin","Southern District-Supreme Court District 2(Southern) Position 2","David P. Sullivan","","2220","206216"
"George","Southern District-Supreme Court District 2(Southern) Position 2","David P. Sullivan","","5993","206216"
"Greene","Southern District-Supreme Court District 2(Southern) Position 2","David P. Sullivan","","3138","206216"
"Hancock","Southern District-Supreme Court District 2(Southern) Position 2","David P. Sullivan","","10361","206216"
"Harrison","Southern District-Supreme Court District 2(Southern) Position 2","David P. Sullivan","","37505","206216"
"Jackson","Southern District-Supreme Court District 2(Southern) Position 2","David P. Sullivan","","24474","206216"
"Jasper","Southern District-Supreme Court District 2(Southern) Position 2","David P. Sullivan","","4661","206216"
"Jeff Davis","Southern District-Supreme Court District 2(Southern) Position 2","David P. Sullivan","","2367","206216"
"Jones","Southern District-Supreme Court District 2(Southern) Position 2","David P. Sullivan","","17345","206216"
"Lamar","Southern District-Supreme Court District 2(Southern) Position 2","David P. Sullivan","","8256","206216"
"Lawrence","Southern District-Supreme Court District 2(Southern) Position 2","David P. Sullivan","","3405","206216"
"Lincoln","Southern District-Supreme Court District 2(Southern) Position 2","David P. Sullivan","","8708","206216"
"Marion","Southern District-Supreme Court District 2(Southern) Position 2","David P. Sullivan","","3705","206216"
"Pearl River","Southern District-Supreme Court District 2(Southern) Position 2","David P. Sullivan","","11316","206216"
"Perry","Southern District-Supreme Court District 2(Southern) Position 2","David P. Sullivan","","2471","206216"
"Pike","Southern District-Supreme Court District 2(Southern) Position 2","David P. Sullivan","","5972","206216"
"Simpson","Southern District-Supreme Court District 2(Southern) Position 2","David P. Sullivan","","6340","206216"
"Smith","Southern District-Supreme Court District 2(Southern) Position 2","David P. Sullivan","","5263","206216"
"Stone","Southern District-Supreme Court District 2(Southern) Position 2","David P. Sullivan","","3917","206216"
"Walthall","Southern District-Supreme Court District 2(Southern) Position 2","David P. Sullivan","","2805","206216"
"Wayne","Southern District-Supreme Court District 2(Southern) Position 2","David P. Sullivan","","5487","206216"
"Wilkinson","Southern District-Supreme Court District 2(Southern) Position 2","David P. Sullivan","","1370","206216"
"Alcorn","Northern District-Supreme Court District 3(Northern) Position 1","Robert P. 'Bobby' Chamberlin","","11942","341895"
"Attala","Northern District-Supreme Court District 3(Northern) Position 1","Robert P. 'Bobby' Chamberlin","","6191","341895"
"Benton","Northern District-Supreme Court District 3(Northern) Position 1","Robert P. 'Bobby' Chamberlin","","2933","341895"
"Calhoun","Northern District-Supreme Court District 3(Northern) Position 1","Robert P. 'Bobby' Chamberlin","","4957","341895"
"Carroll","Northern District-Supreme Court District 3(Northern) Position 1","Robert P. 'Bobby' Chamberlin","","4064","341895"
"Chickasaw","Northern District-Supreme Court District 3(Northern) Position 1","Robert P. 'Bobby' Chamberlin","","5901","341895"
"Choctaw","Northern District-Supreme Court District 3(Northern) Position 1","Robert P. 'Bobby' Chamberlin","","3124","341895"
"Clay","Northern District-Supreme Court District 3(Northern) Position 1","Robert P. 'Bobby' Chamberlin","","7699","341895"
"Coahoma","Northern District-Supreme Court District 3(Northern) Position 1","Robert P. 'Bobby' Chamberlin","","4896","341895"
"DeSoto","Northern District-Supreme Court District 3(Northern) Position 1","Robert P. 'Bobby' Chamberlin","","63950","341895"
"Grenada","Northern District-Supreme Court District 3(Northern) Position 1","Robert P. 'Bobby' Chamberlin","","8089","341895"
"Itawamba","Northern District-Supreme Court District 3(Northern) Position 1","Robert P. 'Bobby' Chamberlin","","9403","341895"
"Lafayette","Northern District-Supreme Court District 3(Northern) Position 1","Robert P. 'Bobby' Chamberlin","","19436","341895"
"Lee","Northern District-Supreme Court District 3(Northern) Position 1","Robert P. 'Bobby' Chamberlin","","28123","341895"
"Leflore","Northern District-Supreme Court District 3(Northern) Position 1","Robert P. 'Bobby' Chamberlin","","6957","341895"
"Lowndes","Northern District-Supreme Court District 3(Northern) Position 1","Robert P. 'Bobby' Chamberlin","","19203","341895"
"Marshall","Northern District-Supreme Court District 3(Northern) Position 1","Robert P. 'Bobby' Chamberlin","","10967","341895"
"Monroe","Northern District-Supreme Court District 3(Northern) Position 1","Robert P. 'Bobby' Chamberlin","","13220","341895"
"Montgomery","Northern District-Supreme Court District 3(Northern) Position 1","Robert P. 'Bobby' Chamberlin","","3456","341895"
"Oktibbeha","Northern District-Supreme Court District 3(Northern) Position 1","Robert P. 'Bobby' Chamberlin","","13861","341895"
"Panola","Northern District-Supreme Court District 3(Northern) Position 1","Robert P. 'Bobby' Chamberlin","","11760","341895"
"Pontotoc","Northern District-Supreme Court District 3(Northern) Position 1","Robert P. 'Bobby' Chamberlin","","12085","341895"
"Prentiss","Northern District-Supreme Court District 3(Northern) Position 1","Robert P. 'Bobby' Chamberlin","","8826","341895"
"Quitman","Northern District-Supreme Court District 3(Northern) Position 1","Robert P. 'Bobby' Chamberlin","","1893","341895"
"Tallahatchie","Northern District-Supreme Court District 3(Northern) Position 1","Robert P. 'Bobby' Chamberlin","","3732","341895"
"Tate","Northern District-Supreme Court District 3(Northern) Position 1","Robert P. 'Bobby' Chamberlin","","10499","341895"
"Tippah","Northern District-Supreme Court District 3(Northern) Position 1","Robert P. 'Bobby' Chamberlin","","8194","341895"
"Tishomingo","Northern District-Supreme Court District 3(Northern) Position 1","Robert P. 'Bobby' Chamberlin","","7362","341895"
"Tunica","Northern District-Supreme Court District 3(Northern) Position 1","Robert P. 'Bobby' Chamberlin","","2002","341895"
"Union","Northern District-Supreme Court District 3(Northern) Position 1","Robert P. 'Bobby' Chamberlin","","10810","341895"
"Webster","Northern District-Supreme Court District 3(Northern) Position 1","Robert P. 'Bobby' Chamberlin","","4405","341895"
"Winston","Northern District-Supreme Court District 3(Northern) Position 1","Robert P. 'Bobby' Chamberlin","","6991","341895"
"Yalobusha","Northern District-Supreme Court District 3(Northern) Position 1","Robert P. 'Bobby' Chamberlin","","4964","341895"
"Alcorn","Northern District-Supreme Court District 3(Northern) Position 2","Jimmy Maxwell","","11835","339411"
"Attala","Northern District-Supreme Court District 3(Northern) Position 2","Jimmy Maxwell","","6130","339411"
"Benton","Northern District-Supreme Court District 3(Northern) Position 2","Jimmy Maxwell","","2950","339411"
"Calhoun","Northern District-Supreme Court District 3(Northern) Position 2","Jimmy Maxwell","","4971","339411"
"Carroll","Northern District-Supreme Court District 3(Northern) Position 2","Jimmy Maxwell","","4074","339411"
"Chickasaw","Northern District-Supreme Court District 3(Northern) Position 2","Jimmy Maxwell","","5909","339411"
"Choctaw","Northern District-Supreme Court District 3(Northern) Position 2","Jimmy Maxwell","","3085","339411"
"Clay","Northern District-Supreme Court District 3(Northern) Position 2","Jimmy Maxwell","","7710","339411"
"Coahoma","Northern District-Supreme Court District 3(Northern) Position 2","Jimmy Maxwell","","4887","339411"
"DeSoto","Northern District-Supreme Court District 3(Northern) Position 2","Jimmy Maxwell","","63152","339411"
"Grenada","Northern District-Supreme Court District 3(Northern) Position 2","Jimmy Maxwell","","7970","339411"
"Itawamba","Northern District-Supreme Court District 3(Northern) Position 2","Jimmy Maxwell","","9297","339411"
"Lafayette","Northern District-Supreme Court District 3(Northern) Position 2","Jimmy Maxwell","","19380","339411"
"Lee","Northern District-Supreme Court District 3(Northern) Position 2","Jimmy Maxwell","","27789","339411"
"Leflore","Northern District-Supreme Court District 3(Northern) Position 2","Jimmy Maxwell","","6872","339411"
"Lowndes","Northern District-Supreme Court District 3(Northern) Position 2","Jimmy Maxwell","","19107","339411"
"Marshall","Northern District-Supreme Court District 3(Northern) Position 2","Jimmy Maxwell","","10830","339411"
"Monroe","Northern District-Supreme Court District 3(Northern) Position 2","Jimmy Maxwell","","13032","339411"
"Montgomery","Northern District-Supreme Court District 3(Northern) Position 2","Jimmy Maxwell","","3442","339411"
"Oktibbeha","Northern District-Supreme Court District 3(Northern) Position 2","Jimmy Maxwell","","14001","339411"
"Panola","Northern District-Supreme Court District 3(Northern) Position 2","Jimmy Maxwell","","11788","339411"
"Pontotoc","Northern District-Supreme Court District 3(Northern) Position 2","Jimmy Maxwell","","11992","339411"
"Prentiss","Northern District-Supreme Court District 3(Northern) Position 2","Jimmy Maxwell","","8734","339411"
"Quitman","Northern District-Supreme Court District 3(Northern) Position 2","Jimmy Maxwell","","1885","339411"
"Tallahatchie","Northern District-Supreme Court District 3(Northern) Position 2","Jimmy Maxwell","","3699","339411"
"Tate","Northern District-Supreme Court District 3(Northern) Position 2","Jimmy Maxwell","","10395","339411"
"Tippah","Northern District-Supreme Court District 3(Northern) Position 2","Jimmy Maxwell","","8187","339411"
"Tishomingo","Northern District-Supreme Court District 3(Northern) Position 2","Jimmy Maxwell","","7263","339411"
"Tunica","Northern District-Supreme Court District 3(Northern) Position 2","Jimmy Maxwell","","2019","339411"
"Union","Northern District-Supreme Court District 3(Northern) Position 2","Jimmy Maxwell","","10805","339411"
"Webster","Northern District-Supreme Court District 3(Northern) Position 2","Jimmy Maxwell","","4374","339411"
"Winston","Northern District-Supreme Court District 3(Northern) Position 2","Jimmy Maxwell","","6955","339411"
"Yalobusha","Northern District-Supreme Court District 3(Northern) Position 2","Jimmy Maxwell","","4892","339411"
"Attala","Court Of Appeals 02-District 2  Position 2","Latrice Westbrooks","","2427","137530"
"Bolivar","Court Of Appeals 02-District 2  Position 2","Latrice Westbrooks","","7933","137530"
"Carroll","Court Of Appeals 02-District 2  Position 2","Latrice Westbrooks","","3949","137530"
"Claiborne","Court Of Appeals 02-District 2  Position 2","Latrice Westbrooks","","2853","137530"
"Coahoma","Court Of Appeals 02-District 2  Position 2","Latrice Westbrooks","","4868","137530"
"Grenada","Court Of Appeals 02-District 2  Position 2","Latrice Westbrooks","","7502","137530"
"Hinds","Court Of Appeals 02-District 2  Position 2","Latrice Westbrooks","","15299","137530"
"Holmes","Court Of Appeals 02-District 2  Position 2","Latrice Westbrooks","","5586","137530"
"Humphreys","Court Of Appeals 02-District 2  Position 2","Latrice Westbrooks","","2716","137530"
"Issaquena","Court Of Appeals 02-District 2  Position 2","Latrice Westbrooks","","419","137530"
"Jefferson","Court Of Appeals 02-District 2  Position 2","Latrice Westbrooks","","2850","137530"
"Leake","Court Of Appeals 02-District 2  Position 2","Latrice Westbrooks","","1689","137530"
"Leflore","Court Of Appeals 02-District 2  Position 2","Latrice Westbrooks","","7176","137530"
"Madison","Court Of Appeals 02-District 2  Position 2","Latrice Westbrooks","","19990","137530"
"Montgomery","Court Of Appeals 02-District 2  Position 2","Latrice Westbrooks","","2442","137530"
"Panola","Court Of Appeals 02-District 2  Position 2","Latrice Westbrooks","","3572","137530"
"Quitman","Court Of Appeals 02-District 2  Position 2","Latrice Westbrooks","","1849","137530"
"Sharkey","Court Of Appeals 02-District 2  Position 2","Latrice Westbrooks","","1334","137530"
"Sunflower","Court Of Appeals 02-District 2  Position 2","Latrice Westbrooks","","6894","137530"
"Tallahatchie","Court Of Appeals 02-District 2  Position 2","Latrice Westbrooks","","1227","137530"
"Tunica","Court Of Appeals 02-District 2  Position 2","Latrice Westbrooks","","1986","137530"
"Warren","Court Of Appeals 02-District 2  Position 2","Latrice Westbrooks","","14608","137530"
"Washington","Court Of Appeals 02-District 2  Position 2","Latrice Westbrooks","","11356","137530"
"Yazoo","Court Of Appeals 02-District 2  Position 2","Latrice Westbrooks","","7005","137530"
"Attala","Court Of Appeals 03-District 3  Position 1","Jack Wilson","","3744","223303"
"Clarke","Court Of Appeals 03-District 3  Position 1","Jack Wilson","","6584","223303"
"Clay","Court Of Appeals 03-District 3  Position 1","Jack Wilson","","7670","223303"
"Jasper","Court Of Appeals 03-District 3  Position 1","Jack Wilson","","6442","223303"
"Jones","Court Of Appeals 03-District 3  Position 1","Jack Wilson","","8911","223303"
"Kemper","Court Of Appeals 03-District 3  Position 1","Jack Wilson","","3105","223303"
"Lauderdale","Court Of Appeals 03-District 3  Position 1","Jack Wilson","","21841","223303"
"Leake","Court Of Appeals 03-District 3  Position 1","Jack Wilson","","5345","223303"
"Lowndes","Court Of Appeals 03-District 3  Position 1","Jack Wilson","","19031","223303"
"Madison","Court Of Appeals 03-District 3  Position 1","Jack Wilson","","25432","223303"
"Neshoba","Court Of Appeals 03-District 3  Position 1","Jack Wilson","","9750","223303"
"Newton","Court Of Appeals 03-District 3  Position 1","Jack Wilson","","8135","223303"
"Noxubee","Court Of Appeals 03-District 3  Position 1","Jack Wilson","","2208","223303"
"Oktibbeha","Court Of Appeals 03-District 3  Position 1","Jack Wilson","","13941","223303"
"Rankin","Court Of Appeals 03-District 3  Position 1","Jack Wilson","","57950","223303"
"Scott","Court Of Appeals 03-District 3  Position 1","Jack Wilson","","8246","223303"
"Smith","Court Of Appeals 03-District 3  Position 1","Jack Wilson","","6735","223303"
"Wayne","Court Of Appeals 03-District 3  Position 1","Jack Wilson","","1285","223303"
"Winston","Court Of Appeals 03-District 3  Position 1","Jack Wilson","","6948","223303"
"Forrest","Court Of Appeals 05-District 5  Position 2","Ian Baker","","9075","77349"
"George","Court Of Appeals 05-District 5  Position 2","Ian Baker","","3412","77349"
"Greene","Court Of Appeals 05-District 5  Position 2","Ian Baker","","2025","77349"
"Hancock","Court Of Appeals 05-District 5  Position 2","Ian Baker","","6405","77349"
"Harrison","Court Of Appeals 05-District 5  Position 2","Ian Baker","","21462","77349"
"Jackson","Court Of Appeals 05-District 5  Position 2","Ian Baker","","7721","77349"
"Lamar","Court Of Appeals 05-District 5  Position 2","Ian Baker","","10612","77349"
"Pearl River","Court Of Appeals 05-District 5  Position 2","Ian Baker","","9372","77349"
"Perry","Court Of Appeals 05-District 5  Position 2","Ian Baker","","1820","77349"
"Stone","Court Of Appeals 05-District 5  Position 2","Ian Baker","","2908","77349"
"Wayne","Court Of Appeals 05-District 5  Position 2","Ian Baker","","2537","77349"
"Forrest","Court Of Appeals 05-District 5  Position 2","Jennifer T. Schloegel","","6854","80515"
"George","Court Of Appeals 05-District 5  Position 2","Jennifer T. Schloegel","","2077","80515"
"Greene","Court Of Appeals 05-District 5  Position 2","Jennifer T. Schloegel","","1023","80515"
"Hancock","Court Of Appeals 05-District 5  Position 2","Jennifer T. Schloegel","","7874","80515"
"Harrison","Court Of Appeals 05-District 5  Position 2","Jennifer T. Schloegel","","31025","80515"
"Jackson","Court Of Appeals 05-District 5  Position 2","Jennifer T. Schloegel","","13075","80515"
"Lamar","Court Of Appeals 05-District 5  Position 2","Jennifer T. Schloegel","","6613","80515"
"Pearl River","Court Of Appeals 05-District 5  Position 2","Jennifer T. Schloegel","","6753","80515"
"Perry","Court Of Appeals 05-District 5  Position 2","Jennifer T. Schloegel","","960","80515"
"Stone","Court Of Appeals 05-District 5  Position 2","Jennifer T. Schloegel","","2529","80515"
"Wayne","Court Of Appeals 05-District 5  Position 2","Jennifer T. Schloegel","","1732","80515"
"Forrest","Court Of Appeals 05-District 5  Position 2","Amy Lassitter St. Pe'","","9659","85870"
"George","Court Of Appeals 05-District 5  Position 2","Amy Lassitter St. Pe'","","4433","85870"
"Greene","Court Of Appeals 05-District 5  Position 2","Amy Lassitter St. Pe'","","2059","85870"
"Hancock","Court Of Appeals 05-District 5  Position 2","Amy Lassitter St. Pe'","","4430","85870"
"Harrison","Court Of Appeals 05-District 5  Position 2","Amy Lassitter St. Pe'","","17323","85870"
"Jackson","Court Of Appeals 05-District 5  Position 2","Amy Lassitter St. Pe'","","28025","85870"
"Lamar","Court Of Appeals 05-District 5  Position 2","Amy Lassitter St. Pe'","","8348","85870"
"Pearl River","Court Of Appeals 05-District 5  Position 2","Amy Lassitter St. Pe'","","4846","85870"
"Perry","Court Of Appeals 05-District 5  Position 2","Amy Lassitter St. Pe'","","2268","85870"
"Stone","Court Of Appeals 05-District 5  Position 2","Amy Lassitter St. Pe'","","1615","85870"
"Wayne","Court Of Appeals 05-District 5  Position 2","Amy Lassitter St. Pe'","","2864","85870"
